국회의원코드,의원이름(한자),의원이름(한글),경력대수,경력대수코드,의원이력,활동기간
YTV3951M,梁德仁,양덕인,제5대,100005,제5대 민주당 강원 횡성,1960.07.29 ~ 1961.05.16
8YG2711M,梁炳日,양병일,제5대,100005,제5대 민주당 전남 강진군,1960.07.29 ~ 1961.05.16
7ZS40934,梁一東,양일동,제5대,100005,제5대 민주당 전북 옥구,1960.07.29 ~ 1961.05.16
05T7666L,梁春根,양춘근,제5대,100005,제5대 무소속 전북 2부,1960.07.29 ~ 1961.05.16
Y4I7561Z,梁會英,양회영,제5대,100005,제5대 민주당 전남 2부,1960.07.29 ~ 1961.05.16
PRF1089O,嚴大燮,엄대섭,제5대,100005,제5대 민주당 충남 공주갑,1961.04.24 ~ 1961.05.16
M3267959,嚴敏永,엄민영,제5대,100005,제5대 민주당 전북 2부,1960.07.29 ~ 1961.05.16
KH47543A,嚴秉學,엄병학,제5대,100005,제5대 민주당 전북 2부,1960.07.29 ~ 1961.05.16
EKT1093T,呂運弘,여운홍,제5대,100005,제5대 무소속 경기 1부,1960.07.29 ~ 1961.05.16
S9A1886X,吳範秀,오범수,제5대,100005,제5대 자유당 충북 2부,1960.07.29 ~ 1961.04.25
16R8959D,吳相稙,오상직,제5대,100005,제5대 민주당 경북 의성갑,1960.07.29 ~ 1961.05.16
JHG3321R,吳緯泳,오위영,제5대,100005,제5대 민주당 경남 1부,1960.07.29 ~ 1961.05.16
JND6838B,吳正國,오정국,제5대,100005,제5대 민주당 경북 경주,1960.07.29 ~ 1961.05.16
FND8325D,禹燉珪,우돈규,제5대,100005,제5대 무소속 경북 금릉,1960.07.29 ~ 1961.05.16
6P39843O,禹弘矩,우홍구,제5대,100005,제5대 민주당 경북 의성을,1960.07.29 ~ 1961.05.16
QWX1835O,禹熙昌,우희창,제5대,100005,제5대 민주당 충남 서천,1960.07.29 ~ 1961.05.16
V8L2960H,柳光烈,유광열,제5대,100005,제5대 무소속 경기 고양시,1960.07.29 ~ 1961.05.16
8941463K,劉聖權,유성권,제5대,100005,제5대 민주당 서울 성동구갑,1960.07.29 ~ 1961.05.16
BZC2787S,劉沃祐,유옥우,제5대,100005,제5대 민주당 전남 무안군을,1960.07.29 ~ 1961.05.16
T7T8359U,柳珍山,유진산,제5대,100005,제5대 민주당 충남 금산군,1960.07.29 ~ 1961.05.16
DKE7991T,兪鎭靈,유진영,제5대,100005,제5대 민주당 충남 대전갑,1960.07.29 ~ 1961.05.16
MT56949U,柳靑,유청,제5대,100005,제5대 민주당 전북 전주시갑,1960.07.29 ~ 1961.05.16
HBO3666Q,尹吉重,윤길중,제5대,100005,제5대 사회대중당 강원 원성군,1960.07.29 ~ 1961.05.16
LHU9314W,尹潭,윤담,제5대,100005,제5대 민주당 충남 논산을,1960.07.29 ~ 1961.05.16
2GC8915B,尹明運,윤명운,제5대,100005,제5대 민주당 서울 영등포구갑,1960.07.29 ~ 1961.05.16
VQZ40636,尹柄漢,윤병한,제5대,100005,제5대 민주당 경남 거제,1960.07.29 ~ 1961.05.16
01B9062T,尹潽善,윤보선,제5대,100005,제5대 민주당 서울 종로구갑,1960.07.29 ~ 1960.08.12
5PO5280B,尹在根,윤재근,제5대,100005,제5대 무소속 경기 강화군,1960.07.29 ~ 1961.05.16
2M11005M,尹正九,윤정구,제5대,100005,제5대 민주당 전북 남원을,1960.07.29 ~ 1961.05.16
J2O5434U,尹濟述,윤제술,제5대,100005,제5대 민주당 전북 김제군을,1960.07.29 ~ 1961.05.16
TIO6422D,尹鍾壽,윤종수,제5대,100005,제5대 무소속 경남 하동,1960.07.29 ~ 1961.05.16
DDC1979H,尹鄒燮,윤추섭,제5대,100005,제5대 민주당 전남 곡성,1960.07.29 ~ 1961.05.16
6FH8002F,尹致衡,윤치형,제5대,100005,제5대 민주당 경남 2부,1960.07.29 ~ 1961.05.16
MO49364U,尹宅重,윤택중,제5대,100005,제5대 민주당 전북 익산을,1960.07.29 ~ 1961.05.16
FJU47480,尹亨南,윤형남,제5대,100005,제5대 민주당구파동지회 전남 순천,1960.07.29 ~ 1961.05.16
B8U3000F,李京,이경,제5대,100005,제5대 민주당 전남 나주을,1960.07.29 ~ 1961.05.16
TYE9536D,李敎善,이교선,제5대,100005,제5대 무소속 강원 홍천군,1961.04.24 ~ 1961.05.16
88P79646,李敎善,이교선,제5대,100005,제5대 무소속 경기 2부,1960.07.29 ~ 1961.05.16
K599381X,李奎榮,이규영,제5대,100005,제5대 민주당 충남 당진갑,1960.07.29 ~ 1961.05.16
L1K2418O,李南圭,이남규,제5대,100005,제5대 민주당 전남 2부,1960.07.29 ~ 1961.05.16
D8373373,李晩雨,이만우,제5대,100005,"제5대 민주당 경남 부산시,영도을",1960.07.29 ~ 1961.05.16
8V29157I,李敏雨,이민우,제5대,100005,제5대 민주당 충북 청주,1960.07.29 ~ 1961.05.16
JUQ7892I,李範奭,이범석,제5대,100005,제5대 무소속 충남 1부,1960.07.29 ~ 1961.05.16
MAC9680T,李範昇,이범승,제5대,100005,제5대 민주당 충남 1부,1960.07.29 ~ 1961.05.16
7VF3231Q,李炳夏,이병하,제5대,100005,제5대 민주당 경북 문경,1960.07.29 ~ 1961.05.16
L264263T,李炳憲,이병헌,제5대,100005,제5대 민주당 경기 평택,1960.07.29 ~ 1961.05.16
ZNS6961Q,李相敦,이상돈,제5대,100005,제5대 민주당 충남 천안을,1960.07.29 ~ 1961.05.16
PFD1173E,李相冕,이상면,제5대,100005,제5대 민주당 경북 포항,1960.07.29 ~ 1961.04.11
2YK4834E,李尙信,이상신,제5대,100005,제5대 무소속 경남 합천군갑,1960.07.29 ~ 1961.05.16
V478504T,李相喆,이상철,제5대,100005,제5대 민주당 충남 청양군,1960.07.29 ~ 1961.05.16
P4U4707W,李錫基,이석기,제5대,100005,제5대 민주당 충남 부여군갑,1960.07.29 ~ 1961.05.16
GD386467,李良鎬,이양호,제5대,100005,제5대 민주당 경남 창원갑,1960.07.29 ~ 1961.05.16
S326239W,李榮俊,이영준,제5대,100005,제5대 민주당 서울 동대문구을,1960.07.29 ~ 1961.05.16
8QN2498E,李原万,이원만,제5대,100005,제5대 민주당 경북 2부,1960.07.29 ~ 1961.05.16
M0587960,李仁,이인,제5대,100005,제5대 무소속 서울 2부,1960.07.29 ~ 1961.05.16
VLY2436D,李在鶴,이재학,제5대,100005,제5대 무소속 강원 홍천군,1960.07.29 ~ 1961.02.21
J5Y32067,李在賢,이재현,제5대,100005,제5대 무소속 경남 삼천포,1960.07.29 ~ 1961.05.16
QCI6988T,李載灐,이재형,제5대,100005,제5대 무소속 경기 시흥시,1960.07.29 ~ 1961.05.16
1C853454,李晶來,이정래,제5대,100005,제5대 민주당 전남 보성군,1960.07.29 ~ 1961.05.16
TLF32067,李丁錫,이정석,제5대,100005,제5대 무소속 충북 음성군,1960.07.29 ~ 1961.03.08
SAE8710R,李貞遠,이정원,제5대,100005,제5대 민주당 전북 완주갑,1960.07.29 ~ 1961.05.16
D8D7799M,李鍾南,이종남,제5대,100005,"제5대 민주당 경남 부산시,진구갑",1960.07.29 ~ 1961.05.16
ABV6857T,李鍾麟,이종린,제5대,100005,"제5대 민주당 경남 부산시,동구을",1960.07.29 ~ 1961.05.16
5CT14025,李鍾純,이종순,제5대,100005,제5대 민주당 충남 부여을 ,1960.07.29 ~ 1961.05.16
QE19885P,李燦雨,이찬우,제5대,100005,제5대 무소속 강원 춘성,1960.07.29 ~ 1961.05.16
6PV4212U,李哲承,이철승,제5대,100005,제5대 민주당 전북 전주을,1960.07.29 ~ 1961.05.16
J901932H,李春基,이춘기,제5대,100005,제5대 민주당 전북 이리시,1960.07.29 ~ 1961.05.16
ZXL9063Y,李忠煥,이충환,제5대,100005,제5대 민주당 충북 진천군,1960.07.29 ~ 1961.05.16
E0N2954V,李泰鎔,이태용,제5대,100005,제5대 민주당 충북 제천,1960.07.29 ~ 1961.05.16
X519792W,李必善,이필선,제5대,100005,제5대 민주당 전남 광주병,1960.07.29 ~ 1961.05.16
2B247480,李孝祥,이효상,제5대,100005,제5대 무소속 경북 1부,1960.07.29 ~ 1961.05.16
ORK7895K,李勳求,이훈구,제5대,100005,제5대 사회대중당 충남 2부,1960.07.29 ~ 1961.05.16
F715479O,林基台,임기태,제5대,100005,제5대 무소속 경남 양산,1960.07.29 ~ 1961.05.16
ZM34982S,林文碩,임문석,제5대,100005,제5대 민주당 경북 대구병,1960.07.29 ~ 1961.05.16
DBA7250L,張慶淳,장경순,제5대,100005,제5대 민주당 충남 서산갑,1960.07.29 ~ 1961.05.16
TFG44176,張勉,장면,제5대,100005,제5대 민주당 서울 용산구갑,1960.07.29 ~ 1961.05.16
PSZ2551O,藏潁模,장영모,제5대,100005,제5대 민주당 경북 대구을,1960.07.29 ~ 1961.05.16
RXK3951S,張翼鉉,장익현,제5대,100005,제5대 무소속 경기 옹진,1960.12.30 ~ 1961.05.16
5IE6245Q,張春根,장춘근,제5대,100005,제5대 무소속 강원 평창,1960.07.29 ~ 1961.05.16
JKP8632F,張澤相,장택상,제5대,100005,제5대 무소속 경북 칠곡군,1960.07.29 ~ 1961.05.16
1KL3379T,田石鳳,전석봉,제5대,100005,제5대 민주당 경북 울릉,1960.07.29 ~ 1961.05.16
WDU53075,全用淳,전용순,제5대,100005,제5대 민주당 서울 2부,1960.07.29 ~ 1961.05.16
WGG9113S,錢鎭漢,전진한,제5대,100005,제5대 무소속 서울 종로구갑,1960.10.10 ~ 1961.05.16
BYD7230K,全亨山,전형산,제5대,100005,제5대 자유당 강원 인제,1960.07.29 ~ 1961.03.08
O9P4549S,全烋相,전휴상,제5대,100005,제5대 무소속 전북 진안군,1960.07.29 ~ 1961.05.16
EI61849Y,鄭兢謨,정긍모,제5대,100005,제5대 무소속 충남 2부,1960.07.29 ~ 1961.05.16
YZ68513X,鄭吉永,정길영,제5대,100005,제5대 민주당 경남 합천을,1960.07.29 ~ 1961.05.16
OI453705,鄭樂弼,정낙필,제5대,100005,제5대 민주당 경기 1부,1960.07.29 ~ 1961.05.16
V6L3498V,鄭南奎,정남규,제5대,100005,제5대 민주당 경남 마산,1960.07.29 ~ 1961.05.16
GNE8105C,丁文甲,정문갑,제5대,100005,제5대 무소속 전남 2부,1960.07.29 ~ 1961.05.16
Z2T29725,鄭文采,정문채,제5대,100005,제5대 민주당 전남 나주갑,1960.07.29 ~ 1961.05.16
HFG6145J,鄭相九,정상구,제5대,100005,제5대 혁신동우회 경남 2부,1960.07.29 ~ 1961.05.16
XHC5124Q,鄭商熙,정상희,제5대,100005,제5대 무소속 충북 중원,1960.07.29 ~ 1961.05.16
3ZY8842T,鄭成太,정성태,제5대,100005,제5대 민주당 전남 광주갑,1960.07.29 ~ 1961.05.16
AH23771V,鄭順膺,정순응,제5대,100005,제5대 민주당 강원 1부,1960.07.29 ~ 1961.05.16
UQB4764Q,鄭寅笑,정인소,제5대,100005,제5대 무소속 충북 음성,1961.05.13 ~ 1961.05.16
Q699375L,鄭一亨,정일형,제5대,100005,제5대 민주당 서울 중구을,1960.07.29 ~ 1961.05.16
Q5O2470M,鄭在浣,정재완,제5대,100005,제5대 민주당 전남 여수,1960.07.29 ~ 1961.05.16
9G19731F,鄭濬,정준,제5대,100005,제5대 무소속 경기 김포군,1960.07.29 ~ 1960.12.05
J4Y5873D,鄭俊鉉,정준현,제5대,100005,제5대 민주당 경남 함양,1960.07.29 ~ 1961.05.16
35G1176L,鄭海永,정해영,제5대,100005,제5대 무소속 경남 울산군을,1960.07.29 ~ 1961.05.16
ENI83018,鄭憲柱,정헌주,제5대,100005,제5대 민주당 경남 사천군,1960.07.29 ~ 1961.05.16
PW72101R,曺國鉉,조국현,제5대,100005,제5대 민주당 전남 1부,1960.07.29 ~ 1961.05.16
BWK5620M,曺圭琬,조규완,제5대,100005,제5대 민주당 전북 익산갑,1960.07.29 ~ 1961.05.16
3HH4548Y,曺明煥,조명환,제5대,100005,제5대 민주당 경남 산청,1960.07.29 ~ 1961.05.16
0IS7670A,趙淵夏,조연하,제5대,100005,제5대 민주당 전남 승주,1960.07.29 ~ 1961.05.16
OI72712W,曺泳珪,조영규,제5대,100005,제5대 민주당 전남 영광군,1960.07.29 ~ 1961.05.16
BPU25498,趙尹衡,조윤형,제5대,100005,제5대 민주당 경기 양주군갑,1960.10.10 ~ 1961.05.16
GT79562G,趙一載,조일재,제5대,100005,제5대 민주당 경남 동래,1960.07.29 ~ 1961.05.16
8J552129,曺逸煥,조일환,제5대,100005,제5대 민주당 경북 대구시무,1960.07.29 ~ 1961.05.16
1AT5639X,曹在千,조재천,제5대,100005,제5대 민주당 경북 대구시정,1960.07.29 ~ 1961.05.16
N775786K,趙鍾昊,조종호,제5대,100005,제5대 헌정동우회 충북 단양군,1960.07.29 ~ 1961.05.16
3I17114K,趙漢栢,조한백,제5대,100005,제5대 민주당 전북 김제군갑,1960.07.29 ~ 1961.05.16
QX72810O,趙憲秀,조헌수,제5대,100005,제5대 민주당 경북 영천갑,1960.07.29 ~ 1961.05.16
SBQ9429Z,朱燾允,주도윤,제5대,100005,제5대 민주당 전남 무안병,1960.07.29 ~ 1961.05.16
QXO7136Z,朱秉煥,주병환,제5대,100005,제5대 민주당 경북 성주,1960.07.29 ~ 1961.05.16
R1O54739,朱耀翰,주요한,제5대,100005,제5대 민주당 서울 중구갑,1960.07.29 ~ 1961.05.16
C5E1016K,陳馨夏,진형하,제5대,100005,제5대 민주당 충남 대전을,1960.07.29 ~ 1961.05.16
ZW563263,千世基,천세기,제5대,100005,제5대 민주당 경기 양평,1960.07.29 ~ 1961.05.16
LD34714S,崔慶植,최경식,제5대,100005,제5대 민주당 강원 삼척,1960.07.29 ~ 1961.05.16
S9X49977,崔達喜,최달희,제5대,100005,제5대 한국사회당 경북 2부,1960.07.29 ~ 1961.05.16
P837706C,崔相彩,최상채,제5대,100005,제5대 민주당 전남 2부,1960.07.29 ~ 1961.05.16
HFQ1835Y,崔奭林,최석림,제5대,100005,제5대 무소속 경남 고성군,1960.07.29 ~ 1961.04.04
3T92268B,崔成旭,최성욱,제5대,100005,"제5대 민주당 경남 부산시,영도갑",1960.07.29 ~ 1961.05.16
2RB25984,崔泳謹,최영근,제5대,100005,제5대 민주당 경남 울산군갑,1960.07.29 ~ 1961.05.16
3C13711S,崔泳斗,최영두,제5대,100005,제5대 무소속 경북 봉화,1960.07.29 ~ 1961.05.16
GJR3977U,崔瑗浩,최원호,제5대,100005,제5대 민주당 경남 김해갑,1960.07.29 ~ 1961.05.16
8AB5034R,崔駿吉,최준길,제5대,100005,제5대 무소속 강원 명주,1960.07.29 ~ 1961.05.16
SHS9947V,崔天,최천,제5대,100005,제5대 민주당 경남 충무군,1960.07.29 ~ 1961.05.16
55Q77773,崔致煥,최치환,제5대,100005,제5대 무소속 경남 남해군,1960.07.29 ~ 1961.03.08
4F14897J,崔泰能,최태능,제5대,100005,제5대 민주당 경북 영일갑,1960.07.29 ~ 1961.05.16
XK453285,崔夏永,최하영,제5대,100005,제5대 무소속 경기 이천,1960.07.29 ~ 1961.02.21
9RX1045U,崔海鎔,최해용,제5대,100005,제5대 민주당 경북 영일을,1960.07.29 ~ 1961.05.16
KFJ9834X,崔熙松,최희송,제5대,100005,제5대 민주당 경북 2부,1960.07.29 ~ 1961.05.16
ND45841V,太完善,태완선,제5대,100005,제5대 민주당 강원 영월군,1960.07.29 ~ 1961.05.16
I2762382,河相勳,하상훈,제5대,100005,제5대 민주당 경기 2부,1960.07.29 ~ 1961.05.16
C6O5831M,韓光錫,한광석,제5대,100005,제5대 자유당 충남 2부,1960.07.29 ~ 1961.03.08
V9C9847B,韓根祖,한근조,제5대,100005,제5대 민주당 서울 종로구을,1960.07.29 ~ 1961.05.16
Z7864733,韓相駿,한상준,제5대,100005,제5대 무소속 전북 임실군,1960.07.29 ~ 1961.05.16
JXU6277C,韓鍾建,한종건,제5대,100005,제5대 민주당 경남 함안,1960.07.29 ~ 1961.05.16
3HV2016Y,韓通淑,한통숙,제5대,100005,제5대 민주당 서울 1부,1960.07.29 ~ 1961.05.16
R6855217,咸鍾빈,함종빈,제5대,100005,제5대 민주당 강원 양양군,1960.07.29 ~ 1961.05.16
RJH34401,許佶,허길,제5대,100005,제5대 민주당 경기 김포,1961.02.10 ~ 1961.05.16
0YL22127,許혁,허혁,제5대,100005,제5대 민주당 경기 연천,1960.07.29 ~ 1961.05.16
W3A5272E,玄錫虎,현석호,제5대,100005,제5대 민주당 경북 예천,1960.07.29 ~ 1961.05.16
WDJ3664X,洪珖杓,홍광표,제5대,100005,제5대 무소속 전남 해남갑,1960.07.29 ~ 1961.05.16
MZO9983Y,洪吉善,홍길선,제5대,100005,제5대 민주당 경기 수원,1960.07.29 ~ 1961.05.16
0371887B,洪文中,홍문중,제5대,100005,제5대 무소속 제주 북제주,1960.07.29 ~ 1961.05.16
9U97658K,洪英基,홍영기,제5대,100005,제5대 민주당 전북 순창군,1960.07.29 ~ 1961.05.16
N635856O,洪龍駿,홍용준,제5대,100005,제5대 민주당 서울 성동구을,1960.07.29 ~ 1961.05.16
3AA37867,洪翼杓,홍익표,제5대,100005,제5대 민주당 경기 가평군,1960.07.29 ~ 1961.05.16
4AO5885A,洪正杓,홍정표,제5대,100005,제5대 민주당 경북 상주갑,1960.07.29 ~ 1961.05.16
MTI3366V,洪椿植,홍춘식,제5대,100005,제5대 민주당 충남 천안갑,1960.07.29 ~ 1961.05.16
26E77158,黃南八,황남팔,제5대,100005,제5대 민주당 경남 진양,1960.07.29 ~ 1961.05.16
F5A5259M,黃聖秀,황성수,제5대,100005,제5대 자유당 전남 1부,1960.07.29 ~ 1961.03.08
WEP8494X,黃仁元,황인원,제5대,100005,제5대 민주당 경기 파주군,1960.07.29 ~ 1961.05.16
NMN78785,黃鶴性,황학성,제5대,100005,제5대 무소속 강원 철원,1960.07.29 ~ 1961.05.16
REA48943,黃漢洙,황한수,제5대,100005,제5대 민주당 경북 월성을,1960.07.29 ~ 1961.05.16
Q4W8599Z,黃虎榮,황호영,제5대,100005,제5대 민주당 경북 영주,1960.07.29 ~ 1961.05.16
6CP1084K,姜文奉,강문봉,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
U3F5217R,姜尙郁,강상욱,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
G0M9313H,姜善圭,강선규,제6대,100006,제6대 민정당 경남 마산,1963.12.17 ~ 1967.05.13
YN67326D,姜昇求,강승구,제6대,100006,"제6대 민정당 경기 의정부시,양주군",1963.12.17 ~ 1967.06.30
8FK1860S,桂珖淳,계광순,제6대,100006,제6대 민중당 ,1965.11.01 ~ 1967.06.30
5JH3112W,高亨坤,고형곤,제6대,100006,"제6대 민정당 전북 군산시,옥구",1963.12.17 ~ 1967.06.30
EYV9357U,高興門,고흥문,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
S903593H,具泰會,구태회,제6대,100006,"제6대 민주공화당 경남 진주,진양",1963.12.17 ~ 1967.06.30
BXN8084E,權五錫,권오석,제6대,100006,제6대 민주공화당 경기 화성,1963.12.17 ~ 1967.06.30
23R8195M,權五勳,권오훈,제6대,100006,제6대 민주공화당 경북 안동,1963.12.17 ~ 1967.06.30
0A04065B,吉在號,길재호,제6대,100006,제6대 민주공화당 충남 금산군,1963.12.17 ~ 1967.06.30
WFD5707I,吉典植,길전식,제6대,100006,제6대 민주공화당 전남 장흥군,1963.12.17 ~ 1967.06.30
0WP29701,金大中,김대중,제6대,100006,제6대 민주당 전남 목포,1963.12.17 ~ 1967.06.30
02E7012K,金度演,김도연,제6대,100006,제6대 자유민주당 ,1963.12.17 ~ 1965.08.08
59Y79201,金東煥,김동환,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
JCX7039R,金斗漢,김두한,제6대,100006,제6대 한국독립당 서울 용산구,1965.11.09 ~ 1966.09.24
9HG7146S,金柄淳,김병순,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
ATK8082V,金鳳煥,김봉환,제6대,100006,"제6대 민주공화당 경북 군위,선산",1963.12.17 ~ 1967.06.30
0ZU8146O,金三,김삼,제6대,100006,"제6대 자유민주당 강원 강릉,명주",1963.12.17 ~ 1967.06.30
JJ64316E,金相賢,김상현,제6대,100006,제6대 민중당 서울 서대문구갑,1965.11.09 ~ 1967.06.30
ZWN5573D,金相欽,김상흠,제6대,100006,제6대 민정당 전북 고창군,1963.12.17 ~ 1967.06.30
W5K46908,金善周,김선주,제6대,100006,"제6대 민주공화당 전남 광양,구례군",1963.12.17 ~ 1967.06.30
FCE8204Q,金成坤,김성곤,제6대,100006,"제6대 민주공화당 경북 달성,고령군",1963.12.17 ~ 1967.06.30
FUS8484L,金星鏞,김성용,제6대,100006,제6대 민주당 ,1963.12.17 ~ 1966.11.04
HEP9748I,金晟鎭,김성진,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
JTW1054Z,金聲喆,김성철,제6대,100006,"제6대 민주공화당 전북 이리시,익산군",1963.12.17 ~ 1967.06.30
PB86833Y,金泳三,김영삼,제6대,100006,제6대 민정당 부산 서구,1963.12.17 ~ 1967.06.30
54K2140N,金容珣,김용순,제6대,100006,"제6대 민주공화당 경남 사천,하동,삼천포",1963.12.17 ~ 1967.06.30
BBS5382L,金龍泰,김용태,제6대,100006,"제6대 민주공화당 충남 대덕,연기군",1963.12.17 ~ 1967.06.30
YVJ33772,金遇敬,김우경,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
1VS9671T,金殷夏,김은하,제6대,100006,제6대 민정당 경기 인천시을,1963.12.17 ~ 1967.06.30
Q0G1675P,金翼基,김익기,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
XJ268659,金任植,김임식,제6대,100006,제6대 민주공화당 부산 진구갑,1963.12.17 ~ 1967.06.30
LBW3224V,金長涉,김장섭,제6대,100006,"제6대 민주공화당 경북 포항시,영일,울릉군",1963.12.17 ~ 1967.06.30
DSL4089Q,金在光,김재광,제6대,100006,제6대 민정당 서울 서대문구갑,1963.12.17 ~ 1965.08.12
NPZ9074T,金在淳,김재순,제6대,100006,"제6대 민주공화당 강원 철원,화천,양구",1963.12.17 ~ 1967.06.30
MD021272,金載瑋,김재위,제6대,100006,제6대 민중당 ,1965.09.08 ~ 1967.05.05
NOT24186,金正根,김정근,제6대,100006,제6대 민주공화당 경북 상주,1963.12.17 ~ 1967.06.30
ESM84514,金鍾甲,김종갑,제6대,100006,"제6대 민주공화당 충남 보령시,서천군",1963.12.17 ~ 1967.06.30
K2R2354H,金鍾茂,김종무,제6대,100006,제6대 민주공화당 충북 제천시단양군,1963.12.17 ~ 1967.06.30
PAR7137B,金鍾泌,김종필,제6대,100006,제6대 민주공화당 충남 부여군,1963.12.17 ~ 1967.06.30
NK94811P,金鍾浩,김종호,제6대,100006,"제6대 민주공화당 강원 속초시,고성,양양",1963.12.17 ~ 1967.06.30
7BK95965,金鍾煥,김종환,제6대,100006,"제6대 민주공화당 경북 대구시,북,서구",1963.12.17 ~ 1967.06.30
OIP6203T,金周仁,김주인,제6대,100006,제6대 민주공화당 경남 거제,1963.12.17 ~ 1967.06.30
B7963485,金俊淵,김준연,제6대,100006,제6대 자유민주당 전남 영암군강진군,1963.12.17 ~ 1967.02.23
XCO4741M,金濬泰,김준태,제6대,100006,"제6대 민주공화당 경북 경산시,청도군",1963.12.17 ~ 1967.06.30
2OJ59805,金重漢,김중한,제6대,100006,"제6대 민주공화당 경북 청송,영덕",1963.12.17 ~ 1967.06.30
4CS27498,金振晩,김진만,제6대,100006,제6대 민주공화당 강원 삼척군,1963.12.17 ~ 1967.06.30
VX862398,金昌槿,김창근,제6대,100006,"제6대 민주공화당 경북 영주,봉화군",1963.12.17 ~ 1967.06.30
PED99438,金澤壽,김택수,제6대,100006,제6대 민주공화당 경남 김해,1963.12.17 ~ 1967.06.30
PA35164W,金炯一,김형일,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
08I8941Z,金好七,김호칠,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
1C747415,羅容均,나용균,제6대,100006,제6대 민정당 전북 정읍군,1963.12.17 ~ 1967.04.21
POA91248,盧載弼,노재필,제6대,100006,"제6대 민주공화당 경남 양산,동래군",1963.12.17 ~ 1967.06.30
LNU9698K,柳津,류진,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.05.14
B6M4773K,柳鴻,류홍,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
IFZ22975,閔寬植,민관식,제6대,100006,제6대 민주공화당 서울 동대문구갑,1963.12.17 ~ 1967.06.30
NBP98519,閔丙權,민병권,제6대,100006,"제6대 민주공화당 경남 함양,거창군",1963.12.17 ~ 1967.06.30
IBC2672Y,閔丙棋,민병기,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
ME56811B,閔永南,민영남,제6대,100006,제6대 자유민주당 전남 해남군,1963.12.17 ~ 1967.06.30
4TM4500S,朴奎祥,박규상,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
ANU4865X,朴三俊,박삼준,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
9PW85797,朴順天,박순천,제6대,100006,제6대 민주당 서울 마포구,1963.12.17 ~ 1967.06.30
V622444H,朴升圭,박승규,제6대,100006,"제6대 민주공화당 전남 담양,장성군",1963.12.17 ~ 1967.05.10
59H12309,朴永祿,박영록,제6대,100006,제6대 민주당 강원 원주시원성군,1963.12.17 ~ 1967.06.30
TT897193,朴鍾泰,박종태,제6대,100006,제6대 민주공화당 전남 광산,1963.12.17 ~ 1967.06.30
QHJ1904L,朴浚圭,박준규,제6대,100006,제6대 민주공화당 서울 성동구을,1963.12.17 ~ 1967.06.30
D9L33040,朴重漢,박중한,제6대,100006,제6대 신민당 ,1967.06.26 ~ 1967.06.30
VJ78615I,朴瓚,박찬,제6대,100006,제6대 민정당 충남 공주,1963.12.17 ~ 1967.06.30
D4D6998Z,朴漢相,박한상,제6대,100006,제6대 민정당 서울 영등포구을,1963.12.17 ~ 1967.06.30
1PM2680D,朴賢淑,박현숙,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
ZM05883H,方性出,방성출,제6대,100006,"제6대 민주공화당 경남 의령,함안군",1963.12.17 ~ 1967.06.30
2688009X,方一弘,방일홍,제6대,100006,제6대 민정당 ,1963.12.17 ~ 1967.06.30
TS39783Y,裵吉道,배길도,제6대,100006,제6대 민주공화당 전남 무안,1963.12.17 ~ 1967.06.30
TNS31153,百南檍,백남억,제6대,100006,제6대 민주공화당 경북 김천시금릉,1963.12.17 ~ 1967.06.30
8GA31641,卞鍾捧,변종봉,제6대,100006,"제6대 민주공화당 경남 산청,합천군",1963.12.17 ~ 1967.06.30
1TA8481U,徐珉濠,서민호,제6대,100006,제6대 자유민주당 서울 용산구,1963.12.17 ~ 1965.08.07
XWY90381,徐範錫,서범석,제6대,100006,제6대 민정당 서울 성북구을,1963.12.17 ~ 1967.06.30
JGC5964P,徐相燐,서상린,제6대,100006,"제6대 민주공화당 경기 용인,안성",1963.12.17 ~ 1967.06.30
Q691796X,徐仁錫,서인석,제6대,100006,제6대 민주공화당 ,1963.12.17 ~ 1967.06.30
WYS77814,蘇宣奎,소선규,제6대,100006,제6대 자유민주당 ,1963.12.17 ~ 1967.06.30
9RI7216Q,孫昌奎,손창규,제6대,100006,제6대 자유민주당 ,1963.12.17 ~ 1967.06.30
JWG5063I,宋寬洙,송관수,제6대,100006,"제6대 민주공화당 경북 대구시,중구",1963.12.17 ~ 1967.06.30
