국회의원코드,구분,의원이름(한자),구분코드,의원이름(한글),경력대수,경력대수코드,위원회 경력,활동기간
SX52964G,위원회 경력,金明燮,P13,김명섭,제16대,100016,제16대 중앙선거관리위원회위원선출에관한인사청문특별위원회,2002.02.21 ~ 2002.02.28
SX52964G,위원회 경력,金明燮,P13,김명섭,제16대,100016,제16대 보건복지위원회,2000.06.16 ~ 2002.05.29
SX52964G,위원회 경력,金明燮,P13,김명섭,제16대,100016,제16대 정보위원회,2000.06.16 ~ 2001.10.04
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 예산결산특별위원회,2003.06.05 ~ 2003.07.07
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 행정자치위원회,2002.07.11 ~ 2004.05.29
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 정치개혁특별위원회,2001.01.04 ~ 2001.05.28
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 환경노동위원회,2000.12.13 ~ 2002.05.29
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 교육위원회,2000.12.12 ~ 2000.12.13
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 환경노동위원회,2000.11.30 ~ 2000.12.12
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 통일외교통상위원회,2000.11.30 ~ 2000.11.30
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 환경노동위원회,2000.09.21 ~ 2000.11.30
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 법제사법위원회,2000.07.27 ~ 2000.09.21
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 산업자원위원회,2000.07.22 ~ 2000.07.27
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 국회운영위원회,2000.06.16 ~ 2001.05.16
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 법제사법위원회,2000.06.16 ~ 2000.07.22
SNJ6318D,위원회 경력,金武星,P13,김무성,제16대,100016,제16대 국회상임위원회위원정수에관한규칙개정특별위원회,2000.06.05 ~ 2000.06.09
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 재정제도개혁특별위원회,2003.08.25 ~ 2004.05.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 예산결산특별위원회,2003.07.07 ~ 2003.10.14
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 예산결산특별위원회,2002.10.21 ~ 2002.10.23
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 정무위원회,2002.08.29 ~ 2004.05.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 법제사법위원회,2002.08.28 ~ 2002.08.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 정무위원회,2002.08.27 ~ 2002.08.28
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 국방위원회,2002.08.26 ~ 2002.08.27
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 정무위원회,2002.08.24 ~ 2002.08.26
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 법제사법위원회,2002.08.23 ~ 2002.08.24
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 정무위원회,2002.07.11 ~ 2002.08.23
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 최근일련의언론사태진상규명을위한국정조사특별위원회,2001.08.25 ~ 2004.05.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 환경노동위원회,2001.04.18 ~ 2002.05.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 행정자치위원회,2001.04.17 ~ 2001.04.18
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 실업대책특별위원회,2001.03.23 ~ 2001.06.13
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 기후변화협약대책특별위원회,2001.02.23 ~ 2002.05.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 한빛은행대출관련의혹사건등의진상조사를위한국정조사특별위원회,2000.11.08 ~ 2001.01.20
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
RVR78866,위원회 경력,金文洙,P13,김문수,제16대,100016,제16대 환경노동위원회,2000.06.16 ~ 2001.04.17
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 산업자원위원회,2003.12.16 ~ 2004.05.29
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 환경노동위원회,2003.02.13 ~ 2003.12.16
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 산업자원위원회,2002.07.11 ~ 2003.02.13
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 여성위원회,2002.04.08 ~ 2002.05.29
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 국회운영위원회,2000.08.02 ~ 2000.08.03
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 산업자원위원회,2000.06.16 ~ 2002.05.29
HCT6121U,위원회 경력,金芳林,P13,김방림,제16대,100016,제16대 여성특별위원회,2000.06.16 ~ 2002.03.07
ZY76641C,위원회 경력,金秉浩,P13,김병호,제16대,100016,제16대 예산결산특별위원회,2003.06.05 ~ 2004.05.29
ZY76641C,위원회 경력,金秉浩,P13,김병호,제16대,100016,제16대 2003년대구하계유니버시아드대회지원특별위원회,2003.04.23 ~ 2003.08.31
ZY76641C,위원회 경력,金秉浩,P13,김병호,제16대,100016,제16대 문화관광위원회,2002.09.10 ~ 2004.05.29
ZY76641C,위원회 경력,金秉浩,P13,김병호,제16대,100016,제16대 문화관광위원회,2002.08.19 ~ 2002.08.20
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 국회운영위원회,2003.10.21 ~ 2004.05.29
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 공적자금국정조사특별위원회,2002.08.30 ~ 2004.05.29
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 정무위원회,2002.07.11 ~ 2004.05.29
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.05.29
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 미래전략특별위원회,2001.03.02 ~ 2002.05.29
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 공적자금의운용실태규명을위한국정조사특별위원회,2001.01.03 ~ 2001.01.31
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 정무위원회,2000.12.27 ~ 2002.05.29
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 행정자치위원회,2000.12.26 ~ 2000.12.27
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 정무위원회,2000.08.03 ~ 2000.12.26
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 행정자치위원회,2000.08.02 ~ 2000.08.03
UIZ3103R,위원회 경력,金富謙,P13,김부겸,제16대,100016,제16대 정무위원회,2000.06.16 ~ 2000.08.02
JJ64316E,위원회 경력,金相賢,P13,김상현,제16대,100016,제16대 통일외교통상위원회,2003.09.01 ~ 2004.05.29
JJ64316E,위원회 경력,金相賢,P13,김상현,제16대,100016,제16대 장애인특별위원회,2003.08.25 ~ 2004.05.29
JJ64316E,위원회 경력,金相賢,P13,김상현,제16대,100016,제16대 보건복지위원회,2002.09.16 ~ 2003.09.01
JJ64316E,위원회 경력,金相賢,P13,김상현,제16대,100016,제16대 환경노동위원회,2002.09.10 ~ 2002.09.16
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 정치개혁특별위원회,2004.01.12 ~ 2004.03.02
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 정치개혁특별위원회,2003.09.25 ~ 2003.12.31
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 중앙선거관리위원회위원선출에관한인사청문특별위원회,2003.08.25 ~ 2003.09.05
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 예산결산특별위원회,2003.06.05 ~ 2004.05.29
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 남북관계발전지원특별위원회,2002.11.14 ~ 2004.05.29
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 기후변화협약대책특별위원회,2002.09.24 ~ 2004.05.29
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 국무총리(김석수)임명동의에관한인사청문특별위원회,2002.09.19 ~ 2002.10.05
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 보건복지위원회,2002.07.11 ~ 2004.05.29
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 예산결산특별위원회,2002.07.11 ~ 2003.05.29
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 국방위원회,2002.02.05 ~ 2002.05.29
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 정치개혁특별위원회,2002.01.18 ~ 2002.02.28
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 국회운영위원회,2001.01.08 ~ 2001.01.09
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 남북관계발전지원특별위원회,2000.12.21 ~ 2001.06.05
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 보건복지위원회,2000.06.16 ~ 2002.02.05
P6Q6720D,위원회 경력,金聖順,P13,김성순,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 감사원장(전윤철)임명동의에관한인사청문특별위원회,2003.10.28 ~ 2003.11.07
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 남북관계발전지원특별위원회,2002.11.14 ~ 2004.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 국무총리(김석수)임명동의에관한인사청문특별위원회,2002.09.19 ~ 2002.10.05
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 재해대책특별위원회,2002.08.22 ~ 2004.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 국회운영위원회,2002.07.11 ~ 2004.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 산업자원위원회,2002.07.11 ~ 2004.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 국회운영위원회,2002.01.08 ~ 2002.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 재해대책특별위원회,2001.02.19 ~ 2002.05.29
DYN10119,위원회 경력,金晟祚,P13,김성조,제16대,100016,제16대 환경노동위원회,2000.06.16 ~ 2002.05.29
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 정치개혁특별위원회,2004.01.12 ~ 2004.03.02
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 보훈특별위원회,2003.08.25 ~ 2004.05.29
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 2003년대구하계유니버시아드대회지원특별위원회,2003.04.23 ~ 2003.08.31
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 문화관광위원회,2002.07.11 ~ 2004.05.29
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 정치개혁특별위원회,2002.01.18 ~ 2002.02.28
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 정치개혁특별위원회,2001.10.09 ~ 2001.12.31
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 국회운영위원회,2001.06.26 ~ 2002.04.06
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 국회운영위원회,2001.04.02 ~ 2001.06.22
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 인사청문특별위원회(대법관),2000.06.27 ~ 2000.06.28
QDK5367R,위원회 경력,金成鎬,P13,김성호,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2002.05.29
FSJ32138,위원회 경력,金榮龜,P13,김영구,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2001.06.01
Y2W9921H,위원회 경력,金令培,P13,김영배,제16대,100016,제16대 건설교통위원회,2002.07.11 ~ 2003.03.28
Y2W9921H,위원회 경력,金令培,P13,김영배,제16대,100016,제16대 산업자원위원회,2000.06.16 ~ 2002.05.29
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 행정자치위원회,2003.07.01 ~ 2004.05.29
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2003.05.01 ~ 2003.07.01
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 환경노동위원회,2003.03.26 ~ 2003.05.01
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.11.15 ~ 2003.03.26
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 산업자원위원회,2002.11.14 ~ 2002.11.15
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.10.01 ~ 2002.11.14
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 재정경제위원회,2002.09.30 ~ 2002.10.01
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.09.24 ~ 2002.09.30
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 재정경제위원회,2002.09.23 ~ 2002.09.24
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.08.29 ~ 2002.09.23
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 정무위원회,2002.08.28 ~ 2002.08.29
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.08.24 ~ 2002.08.28
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 재정경제위원회,2002.08.23 ~ 2002.08.24
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.08.22 ~ 2002.08.23
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 재정경제위원회,2002.08.21 ~ 2002.08.22
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.08.14 ~ 2002.08.21
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 교육위원회,2002.08.13 ~ 2002.08.14
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.08.10 ~ 2002.08.13
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 재정경제위원회,2002.08.09 ~ 2002.08.10
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.07.26 ~ 2002.08.09
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 산업자원위원회,2002.07.25 ~ 2002.07.26
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 법제사법위원회,2002.07.22 ~ 2002.07.25
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 산업자원위원회,2002.07.11 ~ 2002.07.22
T0C2301Q,위원회 경력,金榮馹,P13,김영일,제16대,100016,제16대 건설교통위원회,2000.06.16 ~ 2002.05.29
BCO6264C,위원회 경력,金泳鎭,P13,김영진,제16대,100016,제16대 보건복지위원회,2003.03.04 ~ 2003.03.04
BCO6264C,위원회 경력,金泳鎭,P13,김영진,제16대,100016,제16대 재해대책특별위원회,2002.08.22 ~ 2003.03.04
BCO6264C,위원회 경력,金泳鎭,P13,김영진,제16대,100016,제16대 농림해양수산위원회,2002.07.11 ~ 2003.03.04
BCO6264C,위원회 경력,金泳鎭,P13,김영진,제16대,100016,제16대 2010년세계박람회유치특별위원회,2001.04.26 ~ 2002.05.29
BCO6264C,위원회 경력,金泳鎭,P13,김영진,제16대,100016,제16대 재해대책특별위원회,2001.02.16 ~ 2002.05.29
BCO6264C,위원회 경력,金泳鎭,P13,김영진,제16대,100016,제16대 농림해양수산위원회,2000.06.16 ~ 2002.05.29
TWL5801D,위원회 경력,金榮春,P13,김영춘,제16대,100016,제16대 국회운영위원회,2003.09.25 ~ 2003.10.21
TWL5801D,위원회 경력,金榮春,P13,김영춘,제16대,100016,제16대 감사원장(윤성식)임명동의에관한인사청문특별위원회,2003.09.24 ~ 2003.09.26
TWL5801D,위원회 경력,金榮春,P13,김영춘,제16대,100016,제16대 과학기술정보통신위원회,2002.07.11 ~ 2004.05.29
TWL5801D,위원회 경력,金榮春,P13,김영춘,제16대,100016,제16대 예산결산특별위원회,2002.07.11 ~ 2002.07.15
TWL5801D,위원회 경력,金榮春,P13,김영춘,제16대,100016,제16대 실업대책특별위원회,2001.03.23 ~ 2002.05.29
TWL5801D,위원회 경력,金榮春,P13,김영춘,제16대,100016,제16대 과학기술정보통신위원회,2000.06.16 ~ 2002.05.29
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 건설교통위원회,2004.03.16 ~ 2004.05.29
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 정무위원회,2004.02.19 ~ 2004.03.16
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2004.01.28 ~ 2004.02.19
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 건설교통위원회,2003.03.04 ~ 2004.01.28
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 재정경제위원회,2002.10.29 ~ 2003.03.04
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 과학기술정보통신위원회,2002.10.28 ~ 2002.10.29
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 공적자금국정조사특별위원회,2002.09.05 ~ 2004.05.29
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 재정경제위원회,2002.07.11 ~ 2002.10.28
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 산업자원위원회,2001.12.14 ~ 2002.05.29
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 과학기술정보통신위원회,2001.12.05 ~ 2001.12.14
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.11.29 ~ 2001.12.05
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 과학기술정보통신위원회,2001.11.28 ~ 2001.11.29
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 행정자치위원회,2001.11.26 ~ 2001.11.28
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.10.05 ~ 2001.11.26
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 행정자치위원회,2001.09.28 ~ 2001.10.05
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.09.26 ~ 2001.09.28
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 과학기술정보통신위원회,2001.09.25 ~ 2001.09.26
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.09.11 ~ 2001.09.25
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 국방위원회,2001.09.10 ~ 2001.09.11
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.06.28 ~ 2001.09.10
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 보건복지위원회,2001.06.28 ~ 2001.06.28
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.05.02 ~ 2001.06.28
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 보건복지위원회,2001.04.26 ~ 2001.05.02
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 법제사법위원회,2001.04.12 ~ 2001.04.26
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 예산결산특별위원회,2000.12.26 ~ 2001.03.06
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 한빛은행대출관련의혹사건등의진상조사를위한국정조사특별위원회,2000.11.08 ~ 2000.12.27
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 인사청문특별위원회(헌재소장및재판관),2000.08.25 ~ 2000.09.08
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 과학기술정보통신위원회,2000.06.16 ~ 2001.04.12
1C04271Z,위원회 경력,金榮煥,P13,김영환,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2000.12.26
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 남북관계발전지원특별위원회,2002.11.14 ~ 2004.05.29
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 정보위원회,2002.07.11 ~ 2004.05.29
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 행정자치위원회,2002.07.11 ~ 2004.05.29
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 행정자치위원회,2000.08.01 ~ 2002.05.29
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 과학기술정보통신위원회,2000.07.24 ~ 2000.08.01
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 농림해양수산위원회,2000.07.24 ~ 2000.07.24
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 정보위원회,2000.06.16 ~ 2002.05.29
W0L3395K,위원회 경력,金玉斗,P13,김옥두,제16대,100016,제16대 행정자치위원회,2000.06.16 ~ 2000.07.24
H2X6452Y,위원회 경력,金容甲,P13,김용갑,제16대,100016,제16대 통일외교통상위원회,2002.07.11 ~ 2004.05.29
H2X6452Y,위원회 경력,金容甲,P13,김용갑,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.05.29
H2X6452Y,위원회 경력,金容甲,P13,김용갑,제16대,100016,제16대 일본역사교과서왜곡시정을위한특별위원회,2001.05.22 ~ 2001.08.31
H2X6452Y,위원회 경력,金容甲,P13,김용갑,제16대,100016,제16대 통일외교통상위원회,2000.06.16 ~ 2002.05.29
H2X6452Y,위원회 경력,金容甲,P13,김용갑,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 대법관(김용담)임명동의에관한인사청문특별위원회,2003.08.26 ~ 2003.09.05
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 대법관(고현철)임명동의에관한인사청문특별위원회,2003.02.04 ~ 2003.02.17
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 2010년평창동계올림픽유치특별위원회,2002.11.14 ~ 2003.07.31
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 정치개혁특별위원회,2002.11.07 ~ 2003.12.31
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 국무총리(장상)임명동의에관한인사청문특별위원회,2002.07.16 ~ 2002.07.31
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 법제사법위원회,2002.07.11 ~ 2004.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 윤리특별위원회,2002.07.11 ~ 2004.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 여성위원회,2002.07.11 ~ 2004.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 예산결산특별위원회,2002.07.11 ~ 2003.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 중앙선거관리위원회위원선출에관한인사청문특별위원회,2002.02.19 ~ 2002.02.20
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 법제사법위원회,2000.08.03 ~ 2002.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 교육위원회,2000.08.02 ~ 2000.08.03
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 인사청문특별위원회(대법관),2000.06.26 ~ 2000.07.10
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 예산결산특별위원회,2000.06.16 ~ 2001.05.29
NIO3292X,위원회 경력,金容鈞,P13,김용균,제16대,100016,제16대 법제사법위원회,2000.06.16 ~ 2000.08.02
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 예산결산특별위원회,2003.10.14 ~ 2004.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2003.09.01 ~ 2004.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 산업자원위원회,2003.05.31 ~ 2003.09.01
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 2010년평창동계올림픽유치특별위원회,2002.11.14 ~ 2003.07.31
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 정치개혁특별위원회,2002.11.07 ~ 2003.10.31
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2002.08.28 ~ 2003.05.31
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 행정자치위원회,2002.08.27 ~ 2002.08.28
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 법제사법위원회,2002.08.26 ~ 2002.08.27
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2002.08.23 ~ 2002.08.26
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 법제사법위원회,2002.08.23 ~ 2002.08.23
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 교육위원회,2002.08.23 ~ 2002.08.23
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 재해대책특별위원회,2002.08.22 ~ 2004.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2002.08.22 ~ 2002.08.23
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 법제사법위원회,2002.08.21 ~ 2002.08.22
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 예산결산특별위원회,2002.07.11 ~ 2003.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2002.07.11 ~ 2002.08.21
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 농림해양수산위원회,2001.11.14 ~ 2002.05.29
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 통일외교통상위원회,2001.11.13 ~ 2001.11.14
9U337234,위원회 경력,金龍學,P13,김용학,제16대,100016,제16대 예산결산특별위원회,2001.06.25 ~ 2002.05.29
