국회의원코드,구분,의원이름(한자),구분코드,의원이름(한글),경력대수,경력대수코드,위원회 경력,활동기간
LZG5439R,위원회 경력,金洛五,P13,김낙오,제2대,100002,제2대 법제사법위원회,1951.06.30 ~ 1951.12.19
LZG5439R,위원회 경력,金洛五,P13,김낙오,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.06.30
A8U38638,위원회 경력,金東成,P13,김동성,제2대,100002,제2대 교통체신위원회,1953.12.29 ~ 1954.05.30
A8U38638,위원회 경력,金東成,P13,김동성,제2대,100002,제2대 교통체신위원회,1953.01.29 ~ 1953.12.19
A8U38638,위원회 경력,金東成,P13,김동성,제2대,100002,제2대 외무위원회,1952.01.24 ~ 1952.12.19
A8U38638,위원회 경력,金東成,P13,김동성,제2대,100002,제2대 외무위원회,1951.03.09 ~ 1951.12.19
ZP91492N,위원회 경력,金命洙,P13,김명수,제2대,100002,제2대 국방위원회,1953.12.29 ~ 1954.05.30
ZP91492N,위원회 경력,金命洙,P13,김명수,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.12.19
ZP91492N,위원회 경력,金命洙,P13,김명수,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
ZP91492N,위원회 경력,金命洙,P13,김명수,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
ZP91492N,위원회 경력,金命洙,P13,김명수,제2대,100002,제2대 법제사법위원회,1950.07.28 ~ 1951.03.08
J7J3200K,위원회 경력,金汶鏞,P13,김문용,제2대,100002,제2대 국방위원회,1953.12.29 ~ 1954.05.30
J7J3200K,위원회 경력,金汶鏞,P13,김문용,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.12.19
J7J3200K,위원회 경력,金汶鏞,P13,김문용,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
E6S8254Q,위원회 경력,金凡父,P13,김범부,제2대,100002,제2대 법제사법위원회,1952.01.24 ~ 1952.12.19
VZ71419D,위원회 경력,金秉鎭,P13,김병진,제2대,100002,제2대 내무위원회,1953.12.29 ~ 1954.05.30
VZ71419D,위원회 경력,金秉鎭,P13,김병진,제2대,100002,제2대 내무위원회,1953.01.29 ~ 1953.12.19
VZ71419D,위원회 경력,金秉鎭,P13,김병진,제2대,100002,제2대 내무위원회,1952.01.24 ~ 1952.12.19
VZ71419D,위원회 경력,金秉鎭,P13,김병진,제2대,100002,제2대 내무위원회,1951.03.09 ~ 1951.12.19
XLZ6990T,위원회 경력,金奉才,P13,김봉재,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
XLZ6990T,위원회 경력,金奉才,P13,김봉재,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
XLZ6990T,위원회 경력,金奉才,P13,김봉재,제2대,100002,제2대 재정경제위원회,1952.01.24 ~ 1952.12.19
XLZ6990T,위원회 경력,金奉才,P13,김봉재,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
Z988261X,위원회 경력,金鳳祚,P13,김봉조,제2대,100002,제2대 법제사법위원회,1950.07.28 ~ 1951.03.08
LEY4181T,위원회 경력,金相賢,P13,김상현,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
V4C76140,위원회 경력,金秀學,P13,김수학,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
V4C76140,위원회 경력,金秀學,P13,김수학,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
V4C76140,위원회 경력,金秀學,P13,김수학,제2대,100002,제2대 재정경제위원회,1952.01.24 ~ 1952.12.19
V4C76140,위원회 경력,金秀學,P13,김수학,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
8C43597G,위원회 경력,金始顯,P13,김시현,제2대,100002,제2대 농림위원회,1952.01.24 ~ 1952.12.19
8C43597G,위원회 경력,金始顯,P13,김시현,제2대,100002,제2대 법제사법위원회,1950.07.28 ~ 1951.03.08
N3A93759,위원회 경력,金良洙,P13,김양수,제2대,100002,제2대 외무위원회,1953.12.29 ~ 1954.05.30
N3A93759,위원회 경력,金良洙,P13,김양수,제2대,100002,제2대 외무위원회,1953.01.29 ~ 1953.12.19
N3A93759,위원회 경력,金良洙,P13,김양수,제2대,100002,제2대 외무위원회,1952.01.24 ~ 1952.12.19
N3A93759,위원회 경력,金良洙,P13,김양수,제2대,100002,제2대 외무위원회,1951.03.09 ~ 1951.12.19
H3L2284Y,위원회 경력,金永善,P13,김영선,제2대,100002,제2대 내무위원회,1953.12.29 ~ 1954.05.30
H3L2284Y,위원회 경력,金永善,P13,김영선,제2대,100002,제2대 재정경제위원회,1952.01.24 ~ 1952.12.19
H3L2284Y,위원회 경력,金永善,P13,김영선,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
V691403J,위원회 경력,金鏞化,P13,김용화,제2대,100002,제2대 농림위원회,1953.12.29 ~ 1954.05.30
V691403J,위원회 경력,金鏞化,P13,김용화,제2대,100002,제2대 농림위원회,1953.01.29 ~ 1953.12.19
V691403J,위원회 경력,金鏞化,P13,김용화,제2대,100002,제2대 교통체신위원회,1952.01.24 ~ 1952.12.19
V691403J,위원회 경력,金鏞化,P13,김용화,제2대,100002,제2대 교통체신위원회,1951.03.09 ~ 1951.12.19
V691403J,위원회 경력,金鏞化,P13,김용화,제2대,100002,제2대 교통체신위원회,1950.07.28 ~ 1951.03.08
KBK9907Z,위원회 경력,金宇城,P13,김우성,제2대,100002,제2대 농림위원회,1953.12.29 ~ 1954.05.30
KBK9907Z,위원회 경력,金宇城,P13,김우성,제2대,100002,제2대 농림위원회,1953.01.29 ~ 1953.12.19
KBK9907Z,위원회 경력,金宇城,P13,김우성,제2대,100002,제2대 농림위원회,1952.01.24 ~ 1952.12.19
KBK9907Z,위원회 경력,金宇城,P13,김우성,제2대,100002,제2대 농림위원회,1951.03.09 ~ 1951.12.19
FY962400,위원회 경력,金意俊,P13,김의준,제2대,100002,제2대 법제사법위원회,1953.12.29 ~ 1954.05.30
FY962400,위원회 경력,金意俊,P13,김의준,제2대,100002,제2대 법제사법위원회,1953.01.29 ~ 1953.01.29
FY962400,위원회 경력,金意俊,P13,김의준,제2대,100002,제2대 법제사법위원회,1952.01.24 ~ 1952.12.19
FY962400,위원회 경력,金意俊,P13,김의준,제2대,100002,제2대 법제사법위원회,1951.03.09 ~ 1951.12.19
Q0G1675P,위원회 경력,金翼基,P13,김익기,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
ALP55797,위원회 경력,金益魯,P13,김익노,제2대,100002,제2대 국회운영위원회,1953.12.29 ~ 1954.05.30
ALP55797,위원회 경력,金益魯,P13,김익노,제2대,100002,제2대 농림위원회,1953.12.29 ~ 1954.05.30
ALP55797,위원회 경력,金益魯,P13,김익노,제2대,100002,제2대 농림위원회,1953.01.29 ~ 1953.12.19
ALP55797,위원회 경력,金益魯,P13,김익노,제2대,100002,제2대 국회운영위원회,1953.01.29 ~ 1953.12.19
ALP55797,위원회 경력,金益魯,P13,김익노,제2대,100002,제2대 상공위원회,1952.01.24 ~ 1952.12.19
ALP55797,위원회 경력,金益魯,P13,김익노,제2대,100002,제2대 상공위원회,1951.03.09 ~ 1951.12.19
ZXE29186,위원회 경력,金仁善,P13,김인선,제2대,100002,제2대 교통체신위원회,1953.12.29 ~ 1954.05.30
ZXE29186,위원회 경력,金仁善,P13,김인선,제2대,100002,제2대 교통체신위원회,1953.01.29 ~ 1953.12.19
ZXE29186,위원회 경력,金仁善,P13,김인선,제2대,100002,제2대 교통체신위원회,1952.01.24 ~ 1952.12.19
ZXE29186,위원회 경력,金仁善,P13,김인선,제2대,100002,제2대 교통체신위원회,1951.03.09 ~ 1951.12.19
ZXE29186,위원회 경력,金仁善,P13,김인선,제2대,100002,제2대 교통체신위원회,1950.07.28 ~ 1951.03.08
7F37830T,위원회 경력,金仁泰,P13,김인태,제2대,100002,제2대 농림위원회,1953.12.29 ~ 1954.05.30
7F37830T,위원회 경력,金仁泰,P13,김인태,제2대,100002,제2대 농림위원회,1953.01.29 ~ 1953.12.19
7F37830T,위원회 경력,金仁泰,P13,김인태,제2대,100002,제2대 농림위원회,1952.01.24 ~ 1952.12.19
7F37830T,위원회 경력,金仁泰,P13,김인태,제2대,100002,제2대 농림위원회,1951.03.09 ~ 1951.12.19
BAS5352U,위원회 경력,金正基,P13,김정기,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
BAS5352U,위원회 경력,金正基,P13,김정기,제2대,100002,제2대 국회운영위원회,1953.12.29 ~ 1954.05.30
BAS5352U,위원회 경력,金正基,P13,김정기,제2대,100002,제2대 국회운영위원회,1953.01.29 ~ 1953.12.19
BAS5352U,위원회 경력,金正基,P13,김정기,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
BAS5352U,위원회 경력,金正基,P13,김정기,제2대,100002,제2대 상공위원회,1952.01.24 ~ 1952.12.19
ULR5742S,위원회 경력,金正枓,P13,김정두,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
ULR5742S,위원회 경력,金正枓,P13,김정두,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
ULR5742S,위원회 경력,金正枓,P13,김정두,제2대,100002,제2대 재정경제위원회,1952.01.24 ~ 1952.12.19
ULR5742S,위원회 경력,金正枓,P13,김정두,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
QPB7438N,위원회 경력,金正實,P13,김정실,제2대,100002,제2대 법제사법위원회,1953.12.29 ~ 1954.05.30
QPB7438N,위원회 경력,金正實,P13,김정실,제2대,100002,제2대 법제사법위원회,1953.01.29 ~ 1953.12.19
QPB7438N,위원회 경력,金正實,P13,김정실,제2대,100002,제2대 법제사법위원회,1952.01.24 ~ 1952.12.19
QPB7438N,위원회 경력,金正實,P13,김정실,제2대,100002,제2대 법제사법위원회,1951.03.09 ~ 1951.12.19
QPB7438N,위원회 경력,金正實,P13,김정실,제2대,100002,제2대 법제사법위원회,1950.07.28 ~ 1951.03.08
JA716307,위원회 경력,金濟能,P13,김제능,제2대,100002,제2대 외무위원회,1954.01.12 ~ 1954.05.30
JA716307,위원회 경력,金濟能,P13,김제능,제2대,100002,제2대 국회운영위원회,1953.12.29 ~ 1954.01.12
JA716307,위원회 경력,金濟能,P13,김제능,제2대,100002,제2대 국회운영위원회,1953.01.29 ~ 1953.12.19
JA716307,위원회 경력,金濟能,P13,김제능,제2대,100002,제2대 재정경제위원회,1952.01.24 ~ 1952.12.19
35E5145S,위원회 경력,金宗順,P13,김종순,제2대,100002,제2대 법제사법위원회,1953.12.29 ~ 1954.05.30
35E5145S,위원회 경력,金宗順,P13,김종순,제2대,100002,제2대 법제사법위원회,1953.01.29 ~ 1953.12.19
35E5145S,위원회 경력,金宗順,P13,김종순,제2대,100002,제2대 법제사법위원회,1952.01.24 ~ 1952.12.19
35E5145S,위원회 경력,金宗順,P13,김종순,제2대,100002,제2대 법제사법위원회,1951.03.09 ~ 1951.12.19
P9A2711N,위원회 경력,金鍾烈,P13,김종열,제2대,100002,제2대 법제사법위원회,1953.12.29 ~ 1954.05.30
P9A2711N,위원회 경력,金鍾烈,P13,김종열,제2대,100002,제2대 법제사법위원회,1953.01.29 ~ 1953.12.19
P9A2711N,위원회 경력,金鍾烈,P13,김종열,제2대,100002,제2대 법제사법위원회,1952.01.24 ~ 1952.12.19
P9A2711N,위원회 경력,金鍾烈,P13,김종열,제2대,100002,제2대 국회운영위원회,1951.03.09 ~ 1951.12.19
P9A2711N,위원회 경력,金鍾烈,P13,김종열,제2대,100002,제2대 법제사법위원회,1950.07.28 ~ 1951.03.08
7YD1940D,위원회 경력,金從會,P13,김종회,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.05.27
7YD1940D,위원회 경력,金從會,P13,김종회,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
7YD1940D,위원회 경력,金從會,P13,김종회,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
XCO4741M,위원회 경력,金濬泰,P13,김준태,제2대,100002,제2대 법제사법위원회,1953.12.29 ~ 1954.05.30
XCO4741M,위원회 경력,金濬泰,P13,김준태,제2대,100002,제2대 법제사법위원회,1953.01.29 ~ 1953.12.19
XCO4741M,위원회 경력,金濬泰,P13,김준태,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
QXE8642P,위원회 경력,金俊熙,P13,김준희,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
QXE8642P,위원회 경력,金俊熙,P13,김준희,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
QXE8642P,위원회 경력,金俊熙,P13,김준희,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
QXE8642P,위원회 경력,金俊熙,P13,김준희,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
BGH8118T,위원회 경력,金智泰,P13,김지태,제2대,100002,제2대 상공위원회,1953.12.29 ~ 1954.05.30
BGH8118T,위원회 경력,金智泰,P13,김지태,제2대,100002,제2대 상공위원회,1953.01.29 ~ 1953.12.19
BGH8118T,위원회 경력,金智泰,P13,김지태,제2대,100002,제2대 상공위원회,1952.01.24 ~ 1952.12.19
BGH8118T,위원회 경력,金智泰,P13,김지태,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
UM981293,위원회 경력,金泰熙,P13,김태희,제2대,100002,제2대 교통체신위원회,1953.12.29 ~ 1954.05.30
UM981293,위원회 경력,金泰熙,P13,김태희,제2대,100002,제2대 교통체신위원회,1953.01.29 ~ 1953.12.19
UM981293,위원회 경력,金泰熙,P13,김태희,제2대,100002,제2대 교통체신위원회,1952.01.24 ~ 1952.12.19
UM981293,위원회 경력,金泰熙,P13,김태희,제2대,100002,제2대 교통체신위원회,1951.03.09 ~ 1951.12.19
UM981293,위원회 경력,金泰熙,P13,김태희,제2대,100002,제2대 교통체신위원회,1950.07.28 ~ 1951.03.08
TLD8163I,위원회 경력,金宅述,P13,김택술,제2대,100002,제2대 교통체신위원회,1953.12.29 ~ 1954.05.30
TLD8163I,위원회 경력,金宅述,P13,김택술,제2대,100002,제2대 교통체신위원회,1953.01.29 ~ 1953.12.19
TLD8163I,위원회 경력,金宅述,P13,김택술,제2대,100002,제2대 교통체신위원회,1952.01.24 ~ 1952.12.19
TLD8163I,위원회 경력,金宅述,P13,김택술,제2대,100002,제2대 교통체신위원회,1951.03.09 ~ 1951.12.19
TLD8163I,위원회 경력,金宅述,P13,김택술,제2대,100002,제2대 교통체신위원회,1950.07.28 ~ 1951.03.08
QZ77120E,위원회 경력,金澤天,P13,김택천,제2대,100002,제2대 국방위원회,1953.12.19 ~ 1954.05.30
QZ77120E,위원회 경력,金澤天,P13,김택천,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.12.19
QZ77120E,위원회 경력,金澤天,P13,김택천,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
QZ77120E,위원회 경력,金澤天,P13,김택천,제2대,100002,제2대 내무위원회,1951.03.09 ~ 1951.12.19
YYF9009N,위원회 경력,金判錫,P13,김판석,제2대,100002,제2대 국방위원회,1954.01.14 ~ 1954.01.14
YYF9009N,위원회 경력,金判錫,P13,김판석,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.12.19
YYF9009N,위원회 경력,金判錫,P13,김판석,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
YYF9009N,위원회 경력,金判錫,P13,김판석,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
2QA3782S,위원회 경력,金亨德,P13,김형덕,제2대,100002,제2대 상공위원회,1953.12.29 ~ 1954.05.30
2QA3782S,위원회 경력,金亨德,P13,김형덕,제2대,100002,제2대 상공위원회,1953.01.29 ~ 1953.12.19
2QA3782S,위원회 경력,金亨德,P13,김형덕,제2대,100002,제2대 상공위원회,1952.01.24 ~ 1952.12.19
2QA3782S,위원회 경력,金亨德,P13,김형덕,제2대,100002,제2대 상공위원회,1951.03.09 ~ 1951.12.19
OQ15529M,위원회 경력,南松鶴,P13,남송학,제2대,100002,제2대 교통체신위원회,1953.12.29 ~ 1954.05.30
OQ15529M,위원회 경력,南松鶴,P13,남송학,제2대,100002,제2대 교통체신위원회,1953.01.29 ~ 1953.12.19
OQ15529M,위원회 경력,南松鶴,P13,남송학,제2대,100002,제2대 교통체신위원회,1952.01.24 ~ 1952.12.19
OQ15529M,위원회 경력,南松鶴,P13,남송학,제2대,100002,제2대 교통체신위원회,1951.03.09 ~ 1951.12.19
OQ15529M,위원회 경력,南松鶴,P13,남송학,제2대,100002,제2대 교통체신위원회,1950.07.28 ~ 1951.03.08
EXX9334K,위원회 경력,盧企容,P13,노기용,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
EXX9334K,위원회 경력,盧企容,P13,노기용,제2대,100002,제2대 내무위원회,1953.01.29 ~ 1953.12.19
EXX9334K,위원회 경력,盧企容,P13,노기용,제2대,100002,제2대 내무위원회,1952.01.24 ~ 1952.12.19
EXX9334K,위원회 경력,盧企容,P13,노기용,제2대,100002,제2대 내무위원회,1951.03.09 ~ 1951.12.19
B6M4773K,위원회 경력,柳鴻,P13,류홍,제2대,100002,제2대 국방위원회,1953.12.19 ~ 1954.05.30
B6M4773K,위원회 경력,柳鴻,P13,류홍,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.12.19
B6M4773K,위원회 경력,柳鴻,P13,류홍,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
B6M4773K,위원회 경력,柳鴻,P13,류홍,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
EZ25881E,위원회 경력,閔泳復,P13,민영복,제2대,100002,제2대 내무위원회,1953.12.29 ~ 1954.05.30
EZ25881E,위원회 경력,閔泳復,P13,민영복,제2대,100002,제2대 내무위원회,1953.01.29 ~ 1953.12.19
EZ25881E,위원회 경력,閔泳復,P13,민영복,제2대,100002,제2대 내무위원회,1952.01.24 ~ 1952.12.19
EZ25881E,위원회 경력,閔泳復,P13,민영복,제2대,100002,제2대 내무위원회,1951.03.09 ~ 1951.12.19
MBO9314M,위원회 경력,朴祺培,P13,박기배,제2대,100002,제2대 국방위원회,1953.12.29 ~ 1954.05.30
MBO9314M,위원회 경력,朴祺培,P13,박기배,제2대,100002,제2대 국방위원회,1953.01.29 ~ 1953.12.19
MBO9314M,위원회 경력,朴祺培,P13,박기배,제2대,100002,제2대 국방위원회,1952.01.24 ~ 1952.12.19
MBO9314M,위원회 경력,朴祺培,P13,박기배,제2대,100002,제2대 국방위원회,1951.03.09 ~ 1951.12.19
MBO9314M,위원회 경력,朴祺培,P13,박기배,제2대,100002,제2대 법제사법위원회,1950.07.28 ~ 1951.03.08
6M29799L,위원회 경력,朴晩元,P13,박만원,제2대,100002,제2대 재정경제위원회,1953.12.29 ~ 1954.05.30
6M29799L,위원회 경력,朴晩元,P13,박만원,제2대,100002,제2대 재정경제위원회,1953.01.29 ~ 1953.12.19
6M29799L,위원회 경력,朴晩元,P13,박만원,제2대,100002,제2대 재정경제위원회,1952.01.24 ~ 1952.12.19
6M29799L,위원회 경력,朴晩元,P13,박만원,제2대,100002,제2대 재정경제위원회,1951.03.09 ~ 1951.12.19
SGQ7297O,위원회 경력,朴珉基,P13,박민기,제2대,100002,제2대 농림위원회,1953.12.29 ~ 1954.05.30
SGQ7297O,위원회 경력,朴珉基,P13,박민기,제2대,100002,제2대 농림위원회,1953.01.29 ~ 1953.12.19
SGQ7297O,위원회 경력,朴珉基,P13,박민기,제2대,100002,제2대 법제사법위원회,1952.01.24 ~ 1952.12.19
SGQ7297O,위원회 경력,朴珉基,P13,박민기,제2대,100002,제2대 법제사법위원회,1951.03.09 ~ 1951.12.19
VUS6782F,위원회 경력,朴世東,P13,박세동,제2대,100002,제2대 내무위원회,1953.12.29 ~ 1954.05.30
VUS6782F,위원회 경력,朴世東,P13,박세동,제2대,100002,제2대 내무위원회,1953.01.29 ~ 1953.12.19
